location,size,total_sqft,bath,price,bhk,price_per_sqft
Sarjapur  Road,3 BHK,1220.0,3.0,56.0,3,459.0163934426229
Rustam Bagh Layout,3 BHK,1900.0,3.0,160.0,3,842.1052631578947
Vasantha Vallabha Nagar,3 BHK,1360.0,3.0,55.0,3,404.4117647058824
Vyalikaval,2 BHK,1100.0,2.0,75.0,2,681.8181818181819
8th Phase JP Nagar,3 BHK,1455.0,3.0,73.31,3,503.8487972508591
KR Puram,2 BHK,1035.0,2.0,40.5,2,391.30434782608694
Harlur,2 BHK,1152.0,2.0,69.0,2,598.9583333333334
Bellandur,2 BHK,1299.0,2.0,82.0,2,631.2548113933796
Sarjapur  Road,3 BHK,1157.0,2.0,75.0,3,648.2281763180639
Rachenahalli,2 BHK,1050.0,2.0,52.5,2,500.0
Pai Layout,2 BHK,1050.0,2.0,40.0,2,380.95238095238096
Vittasandra,2 BHK,1246.0,2.0,67.4,2,540.9309791332263
"Sarjapur Road, ",3 BHK,1929.0,3.0,115.0,3,596.1638154484189
Hennur,2 BHK,1285.0,2.0,60.0,2,466.9260700389105
Margondanahalli,3 Bedroom,1200.0,2.0,65.0,3,541.6666666666666
"Banaswadi, ",4 BHK,3161.0,4.0,214.0,4,677.000949066751
BTM 2nd Stage,3 BHK,1850.0,3.0,170.0,3,918.918918918919
Sompura,3 BHK,1025.0,2.0,37.0,3,360.9756097560976
Malleshwaram,2 BHK,1124.0,3.0,80.0,2,711.7437722419929
Balagere,2 BHK,1012.0,2.0,54.59,2,539.4268774703557
Giri Nagar,7 BHK,4500.0,5.0,250.0,7,555.5555555555555
8th Phase JP Nagar,2 BHK,871.0,2.0,55.0,2,631.4580941446613
Chinnapanahalli,2 BHK,1020.0,2.0,40.0,2,392.15686274509807
Rachenahalli,3 BHK,1550.0,3.0,73.5,3,474.19354838709677
Anand Nagar,3 Bedroom,3515.0,3.0,420.0,3,1194.8790896159317
Akshaya Nagar,3 BHK,1410.0,2.0,80.0,3,567.3758865248227
Chikka Tirupathi,4 Bedroom,3500.0,5.0,150.0,4,428.57142857142856
Whitefield,2 BHK,1118.0,2.0,75.0,2,670.8407871198569
Thanisandra,2 BHK,1098.0,2.0,68.0,2,619.3078324225866
Kanakapura,2 BHK,1130.0,2.0,45.2,2,400.0
Sarjapur  Road,2 BHK,1145.0,2.0,75.0,2,655.0218340611353
Kadugodi,3 Bedroom,950.0,3.0,80.0,3,842.1052631578947
Balaji Gardens Layout,2 BHK,1051.0,2.0,33.0,2,313.98667935299716
Thavarekere,7 Bedroom,600.0,7.0,108.0,7,1800.0
Marathahalli,2 BHK,1102.0,2.0,53.67,2,487.0235934664247
Jalahalli,2 BHK,1478.0,2.0,125.0,2,845.7374830852503
Chandapura,1 BHK,645.0,1.0,16.45,1,255.03875968992247
Hebbal,2 BHK,823.0,2.0,50.63,2,615.1883353584448
Abbigere,2 BHK,880.0,2.0,35.0,2,397.72727272727275
KR Puram,4 Bedroom,600.0,5.0,75.0,4,1250.0
Budigere,3 BHK,1991.0,4.0,100.0,3,502.26017076845807
TC Palaya,3 BHK,1100.0,3.0,50.0,3,454.54545454545456
Gubbalala,3 BHK,1745.0,3.0,115.0,3,659.025787965616
HAL 2nd Stage,2 BHK,1226.0,3.0,135.0,2,1101.141924959217
Begur Road,3 Bedroom,680.0,4.0,68.0,3,1000.0
 Devarabeesana Halli,2 BHK,1100.0,2.0,70.0,2,636.3636363636364
Banashankari Stage VI,4 Bedroom,1200.0,4.0,195.0,4,1625.0
5th Phase JP Nagar,2 BHK,1450.0,2.0,58.0,2,400.0
Singasandra,4 BHK,3366.0,4.0,120.0,4,356.50623885918003
Sahakara Nagar,2 BHK,1150.0,2.0,54.0,2,469.5652173913044
Kanakpura Road,3 BHK,1843.0,3.0,95.84,3,520.0217037438958
Banashankari Stage VI,4 Bedroom,2200.0,4.0,195.0,4,886.3636363636364
Bommanahalli,2 BHK,1090.0,3.0,44.0,2,403.6697247706422
Kaggadasapura,2 BHK,1132.0,2.0,42.0,2,371.0247349823322
Hulimavu,2 BHK,1375.0,2.0,80.0,2,581.8181818181819
7th Phase JP Nagar,4 Bedroom,1500.0,5.0,220.0,4,1466.6666666666667
Thanisandra,1 BHK,760.0,1.0,50.3,1,661.8421052631579
Kaggadasapura,2 BHK,1180.0,2.0,65.0,2,550.8474576271186
Jigani,2 BHK,918.0,2.0,45.0,2,490.19607843137254
Rachenahalli,5 Bedroom,600.0,5.0,50.0,5,833.3333333333334
Margondanahalli,2 Bedroom,1200.0,1.0,53.0,2,441.6666666666667
HSR Layout,2 BHK,1372.0,2.0,61.0,2,444.6064139941691
1st Block HRBR Layout,7 Bedroom,2400.0,7.0,355.0,7,1479.1666666666667
Ardendale,3 BHK,1728.0,3.0,95.0,3,549.7685185185185
Malleshwaram,3 BHK,2215.0,3.0,275.0,3,1241.5349887133182
BTM 2nd Stage,2 BHK,1200.0,2.0,80.0,2,666.6666666666666
6th Phase JP Nagar,2 BHK,1280.0,2.0,56.0,2,437.5
Hulimavu,4 Bedroom,800.0,4.0,110.0,4,1375.0
Byrasandra,3 BHK,1455.0,2.0,56.0,3,384.87972508591065
 Rachenahalli,1 RK,440.0,1.0,28.0,1,636.3636363636364
Kanakpura Road,3 Bedroom,1500.0,3.0,97.0,3,646.6666666666666
Whitefield,3 BHK,1800.0,3.0,110.0,3,611.1111111111111
Mysore Road,3 BHK,1525.0,3.0,96.0,3,629.5081967213115
Rachenahalli,2 BHK,1204.0,2.0,38.5,2,319.7674418604651
Old Madras Road,2 BHK,1225.0,2.0,53.55,2,437.14285714285717
Kalyan nagar,6 Bedroom,800.0,6.0,98.0,6,1225.0
Bannerghatta Road,3 BHK,1650.0,3.0,122.0,3,739.3939393939394
Electronic City,3 BHK,880.0,2.0,18.0,3,204.54545454545453
Bikasipura,4 Bedroom,4200.0,4.0,255.0,4,607.1428571428571
Tippenahalli,2 Bedroom,1200.0,2.0,55.0,2,458.3333333333333
Sarjapur  Road,4 Bedroom,1152.0,4.0,230.0,4,1996.5277777777778
9th Phase JP Nagar,2 BHK,1005.0,2.0,42.0,2,417.910447761194
Whitefield,3 BHK,1562.0,3.0,103.0,3,659.4110115236875
Devanahalli,4 Bedroom,5000.0,5.0,395.0,4,790.0
Babusapalaya,6 Bedroom,810.0,5.0,95.0,6,1172.8395061728395
Ramamurthy Nagar,2 BHK,1200.0,2.0,42.0,2,350.0
Kasavanhalli,3 BHK,1555.0,3.0,82.5,3,530.5466237942122
KR Puram,2 Bedroom,1550.0,2.0,71.0,2,458.06451612903226
Whitefield,2 BHK,1190.0,2.0,67.0,2,563.0252100840336
Chikkalasandra,2 BHK,1070.0,2.0,50.0,2,467.2897196261682
Jalahalli East,2 BHK,1020.0,2.0,42.48,2,416.4705882352941
Yelahanka,3 BHK,1610.0,3.0,115.0,3,714.2857142857143
Prestige Sunrise,1 BHK,700.0,1.0,41.0,1,585.7142857142857
Akshaya Vana,3 BHK,1300.0,2.0,49.0,3,376.9230769230769
Hebbal,2 BHK,1420.0,2.0,123.0,2,866.1971830985915
Vidyaranyapura,9 Bedroom,1200.0,9.0,100.0,9,833.3333333333334
Hebbal,3 BHK,1069.0,3.0,65.4,3,611.7867165575304
Marathahalli,3 BHK,1900.0,3.0,123.0,3,647.3684210526316
Old Airport Road,2 BHK,1655.0,2.0,97.65,2,590.0302114803625
Uttarahalli,2 BHK,1155.0,2.0,40.42,2,349.95670995671
Sarjapur  Road,3 BHK,1300.0,2.0,70.0,3,538.4615384615385
Electronic City,2 BHK,1100.0,2.0,45.0,2,409.09090909090907
Doddathoguru,2 BHK,1030.0,2.0,42.0,2,407.7669902912621
Vittasandra,2 BHK,2105.0,2.0,70.2,2,333.4916864608076
Bhoganhalli,3 BHK,1700.0,3.0,126.0,3,741.1764705882352
Jakkur,3 BHK,1760.0,3.0,139.0,3,789.7727272727273
Kadugodi,9 Bedroom,6200.0,9.0,200.0,9,322.5806451612903
1st Stage Indira Nagar,2 BHK,1400.0,2.0,67.0,2,478.57142857142856
Srigandada Kaval,2 BHK,1200.0,2.0,53.0,2,441.6666666666667
Bannerghatta Road,2 BHK,912.0,2.0,55.0,2,603.0701754385965
Whitefield,2 BHK,1102.0,2.0,48.0,2,435.5716878402904
Channasandra Layout,3 BHK,1535.0,3.0,55.0,3,358.3061889250814
Haralur Road,2 BHK,1243.0,2.0,46.0,2,370.07240547063554
Jigani,2 BHK,918.0,2.0,63.2,2,688.4531590413943
Begur Road,3 BHK,1500.0,2.0,70.0,3,466.6666666666667
Mathikere Extension,3 Bedroom,3000.0,3.0,250.0,3,833.3333333333334
Kasavanhalli,3 BHK,1476.0,3.0,89.0,3,602.9810298102981
Mysore Road,2 BHK,1200.0,2.0,65.0,2,541.6666666666666
Vijayanagar,1 BHK,606.0,1.0,34.78,1,573.927392739274
Viswajit Layout,2 BHK,1100.0,2.0,61.0,2,554.5454545454545
Garudachar Palya,3 BHK,1295.0,2.0,59.5,3,459.4594594594595
Neeladri Nagar,1 BHK,527.0,1.0,26.0,1,493.3586337760911
OMBR Layout,2 BHK,1300.0,2.0,80.0,2,615.3846153846154
Bommanahalli,3 Bedroom,680.0,4.0,68.0,3,1000.0
Adityanagar,1 Bedroom,1260.0,1.0,41.0,1,325.3968253968254
Koramangala,2 BHK,1140.0,2.0,75.2,2,659.6491228070175
BDS Layout,1 Bedroom,1500.0,1.0,37.5,1,250.0
Whitefield,3 BHK,2321.0,4.0,128.0,3,551.4864282636795
Sarjapur  Road,2 BHK,1390.0,2.0,62.0,2,446.0431654676259
Sarjapur  Road,3 BHK,1725.0,3.0,90.0,3,521.7391304347826
Hebbal,4 BHK,3067.0,4.0,310.0,4,1010.7597000326051
Hennur Road,3 BHK,1186.0,2.0,63.0,3,531.1973018549747
Kanakpura Road,2 BHK,1230.0,2.0,85.0,2,691.0569105691056
 Mysore Highway,1 BHK,600.0,1.0,17.0,1,283.3333333333333
Yeshwanthpur,3 BHK,1313.0,3.0,96.0,3,731.1500380807312
TC Palaya,2 Bedroom,900.0,2.0,55.0,2,611.1111111111111
Ambalipura,2 BHK,1250.0,2.0,66.25,2,530.0
HBR Layout,9 Bedroom,1200.0,6.0,280.0,9,2333.3333333333335
Binny Pete,1 BHK,660.0,1.0,54.0,1,818.1818181818181
Basavangudi,2 BHK,1036.0,2.0,105.0,2,1013.5135135135135
Koramangala,4 BHK,2700.0,4.0,450.0,4,1666.6666666666667
Old Madras Road,2 BHK,1100.0,2.0,70.0,2,636.3636363636364
BTM 2nd Stage,4 Bedroom,1500.0,2.0,450.0,4,3000.0
Singasandra,4 Bedroom,525.0,5.0,56.0,4,1066.6666666666667
Electronics City Phase 1,2 BHK,1015.0,2.0,56.0,2,551.7241379310345
Gottigere,1 Bedroom,812.0,1.0,26.0,1,320.1970443349754
Narayana Nagar 1st Block,3 BHK,1360.0,2.0,65.0,3,477.94117647058823
Nehru Nagar,3 BHK,2167.0,3.0,170.0,3,784.4946931241348
Raja Rajeshwari Nagar,2 BHK,1200.0,2.0,35.0,2,291.6666666666667
Gopalkrishna Nagar,2 BHK,1165.0,2.0,75.0,2,643.7768240343347
BTM 2nd Stage,2 BHK,1274.0,2.0,70.0,2,549.4505494505495
Raja Rajeshwari Nagar,2 BHK,1151.0,2.0,39.02,2,339.0095569070374
Vidyaranyapura,6 Bedroom,1060.0,6.0,110.0,6,1037.7358490566037
Thubarahalli,3 BHK,1626.0,2.0,120.0,3,738.0073800738007
Banashankari Stage V,2 BHK,1035.0,2.0,35.77,2,345.6038647342996
Shanthi Layout,3 Bedroom,1272.0,4.0,75.0,3,589.622641509434
Jeevan bima nagar,2 BHK,965.0,2.0,45.0,2,466.32124352331607
Esther Enclave Layout,5 Bedroom,1600.0,5.0,140.0,5,875.0
Kothannur,2 BHK,1070.0,2.0,42.79,2,399.9065420560748
Raja Rajeshwari Nagar,3 BHK,1570.0,2.0,65.0,3,414.0127388535032
Keerthi Layout,2 BHK,780.0,2.0,25.0,2,320.5128205128205
Ganga Nagar Extension,3 BHK,1000.0,2.0,65.0,3,650.0
9th Phase JP Nagar,4 Bedroom,1200.0,3.0,188.0,4,1566.6666666666667
Tindlu,7 Bedroom,7500.0,7.0,400.0,7,533.3333333333334
5th Phase JP Nagar,3 BHK,1700.0,2.0,100.0,3,588.2352941176471
Haralur Road,3 BHK,1850.0,3.0,110.0,3,594.5945945945946
Kereguddadahalli,2 BHK,904.0,2.0,30.0,2,331.85840707964604
Shikaripalya,2 BHK,1121.0,2.0,43.72,2,390.00892060660124
7th Phase JP Nagar,3 BHK,1385.0,2.0,58.17,3,420.0
Sahakara Nagar,2 BHK,1270.0,2.0,69.85,2,550.0
Kanakpura Road,3 BHK,1450.0,3.0,56.0,3,386.2068965517241
Huttanahalli,3 Bedroom,2400.0,4.0,325.0,3,1354.1666666666667
Mahadevpura,1 BHK,730.0,1.0,35.0,1,479.45205479452056
Raja Rajeshwari Nagar,3 BHK,1580.0,3.0,53.56,3,338.9873417721519
Thanisandra,2 BHK,1111.0,2.0,50.0,2,450.04500450045003
Kengeri,4 Bedroom,1125.0,2.0,88.0,4,782.2222222222222
Varthur,2 BHK,977.0,2.0,36.0,2,368.474923234391
Gunjur Palya,2 BHK,674.0,1.0,19.9,2,295.25222551928783
Nagarbhavi,3 Bedroom,600.0,3.0,83.0,3,1383.3333333333333
Sarjapur,4 Bedroom,2540.0,4.0,115.0,4,452.755905511811
Jakkur,2 BHK,1290.0,2.0,100.0,2,775.1937984496124
Kumaraswami Layout,3 Bedroom,600.0,3.0,98.0,3,1633.3333333333333
Abbigere,2 BHK,795.0,2.0,32.54,2,409.30817610062894
Kanakpura Road,2 BHK,700.0,1.0,35.0,2,500.0
Ambedkar Colony,2 BHK,1463.0,1.0,142.0,2,970.6083390293917
Vijayanagar,3 Bedroom,1000.0,3.0,140.0,3,1400.0
Reliable Woods Layout,3 BHK,1306.0,2.0,58.0,3,444.104134762634
4th T block Jayanagar,3 BHK,2401.0,3.0,185.0,3,770.512286547272
Bommenahalli,4 Bedroom,1670.0,3.0,135.0,4,808.3832335329341
Jayanagar,3 BHK,1875.0,2.0,235.0,3,1253.3333333333333
Marsur,3 Bedroom,1200.0,3.0,90.0,3,750.0
Dodda Nekkundi,3 BHK,1804.0,3.0,121.0,3,670.7317073170732
1st Phase JP Nagar,3 BHK,2065.0,4.0,210.0,3,1016.9491525423729
Hoskote,3 BHK,1225.0,3.0,40.0,3,326.53061224489795
Thanisandra,2 BHK,1185.5,2.0,58.68,2,494.9810206663855
Bellandur,2 BHK,900.0,2.0,56.0,2,622.2222222222222
Binny Pete,2 BHK,1350.0,2.0,91.0,2,674.074074074074
Kaggalipura,1 BHK,700.0,1.0,36.0,1,514.2857142857143
Mysore Road,2 BHK,1005.0,2.0,35.175,2,350.0
Poorna Pragna Layout,2 BHK,1160.0,2.0,46.39,2,399.91379310344826
Hennur Road,3 BHK,1680.0,3.0,99.27,3,590.8928571428571
LB Shastri Nagar,2 BHK,1043.0,2.0,55.0,2,527.3250239693193
Hoskote,4 Bedroom,1200.0,4.0,120.0,4,1000.0
Hebbal,2 BHK,1040.0,2.0,46.0,2,442.3076923076923
Tindlu,3 BHK,1357.0,2.0,65.0,3,478.99778924097274
Nayandanahalli,7 Bedroom,1600.0,7.0,104.0,7,650.0
Vibhutipura Extension,2 BHK,1225.0,2.0,47.0,2,383.6734693877551
Sunkadakatte,9 Bedroom,1500.0,6.0,80.0,9,533.3333333333334
Yelachenahalli,2 BHK,1130.0,2.0,40.0,2,353.98230088495575
Basavangudi,4 Bedroom,2500.0,4.0,150.0,4,600.0
Sultan Palaya,3 BHK,1700.0,3.0,120.0,3,705.8823529411765
Doddathoguru,3 BHK,1549.0,3.0,65.0,3,419.6255648805681
Yeshwanthpur,2 BHK,1400.0,2.0,100.0,2,714.2857142857143
Dodda Nekkundi,2 BHK,1080.0,2.0,50.0,2,462.962962962963
Ulsoor,2 BHK,1180.0,2.0,100.0,2,847.457627118644
Chandra Layout,7 Bedroom,780.0,7.0,150.0,7,1923.076923076923
Domlur,3 BHK,1800.0,3.0,150.0,3,833.3333333333334
Haralur Road,2 BHK,1225.0,2.0,67.38,2,550.0408163265306
Chandra Layout,1 BHK,890.0,1.0,75.0,1,842.6966292134831
Abbigere,2 BHK,1005.0,2.0,39.59,2,393.93034825870654
Whitefield,2 BHK,1320.0,2.0,95.0,2,719.6969696969697
Anandapura,4 BHK,1475.0,2.0,50.0,4,338.9830508474576
Hagadur,2 BHK,1110.0,2.0,51.0,2,459.4594594594595
Popular Colony,2 Bedroom,1300.0,2.0,54.0,2,415.38461538461536
Vajarahalli,5 Bedroom,600.0,3.0,86.0,5,1433.3333333333333
Electronic City,2 BHK,1128.0,2.0,65.35,2,579.3439716312057
Jakkur,2 BHK,1452.19,2.0,100.0,2,688.6151261198603
8th block Koramangala,3 Bedroom,2400.0,3.0,290.0,3,1208.3333333333333
Banashankari,3 BHK,2600.0,4.0,135.0,3,519.2307692307693
Sarakki Nagar,3 BHK,2500.0,4.0,325.0,3,1300.0
Sanjay nagar,2 BHK,630.0,1.0,35.0,2,555.5555555555555
Hosa Road,2 BHK,1243.0,2.0,48.5,2,390.1850362027353
Soundarya Layout,2 BHK,960.0,2.0,32.0,2,333.3333333333333
"Banashankari 6th Stage ,Subramanyapura",3 BHK,1690.0,3.0,100.0,3,591.7159763313609
Whitefield,2 BHK,735.0,2.0,35.0,2,476.1904761904762
Banaswadi,2 BHK,1365.0,2.0,73.0,2,534.7985347985348
Rajaji Nagar,5 BHK,2849.0,5.0,300.0,5,1053.001053001053
Hebbal,2 BHK,1420.0,2.0,99.39,2,699.9295774647887
Somasundara Palya,3 BHK,1570.0,3.0,68.0,3,433.1210191082803
Bisuvanahalli,2 BHK,850.0,1.0,32.0,2,376.47058823529414
7th Phase JP Nagar,3 BHK,1575.0,2.0,110.0,3,698.4126984126984
Thigalarapalya,2 BHK,1418.0,2.0,104.0,2,733.4273624823695
Uttarahalli,2 BHK,1050.0,2.0,42.0,2,400.0
Hennur Road,2 BHK,1065.0,2.0,42.6,2,400.0
Ulsoor,3 BHK,1340.0,3.0,90.0,3,671.6417910447761
Yelahanka New Town,3 BHK,1610.0,3.0,92.0,3,571.4285714285714
Electronic City Phase II,2 BHK,1160.0,2.0,33.5,2,288.7931034482759
Kudlu,2 BHK,1092.0,2.0,44.0,2,402.9304029304029
Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2,393.63484087102177
Yelahanka,3 BHK,1455.0,3.0,61.5,3,422.680412371134
Abbigere,1 BHK,734.0,1.0,19.82,1,270.02724795640324
Samethanahalli,2 BHK,799.0,2.0,38.0,2,475.5944931163955
Whitefield,3 BHK,1896.0,3.0,75.0,3,395.56962025316454
Ardendale,2 BHK,1100.0,2.0,48.0,2,436.3636363636364
Bellandur,2 BHK,1350.0,2.0,79.0,2,585.1851851851852
Amarjyothi Colony,3 BHK,1355.0,3.0,61.0,3,450.1845018450185
Electronic City,2 BHK,1128.0,2.0,65.0,2,576.2411347517731
Pattanagere,2 Bedroom,1350.0,2.0,90.0,2,666.6666666666666
Cunningham Road,3 BHK,3875.0,3.0,864.0,3,2229.6774193548385
Kasavanhalli,3 BHK,1493.0,3.0,82.0,3,549.2297387809779
8th Phase JP Nagar,2 BHK,1098.0,2.0,43.91,2,399.9089253187613
Banashankari,3 BHK,1900.0,2.0,170.0,3,894.7368421052631
Dollars Layout,3 BHK,1460.0,3.0,88.0,3,602.7397260273973
Frazer Town,3 BHK,2350.0,4.0,285.0,3,1212.7659574468084
Horamavu Banaswadi,5 Bedroom,1600.0,5.0,140.0,5,875.0
Varthur,2 BHK,1091.0,2.0,32.0,2,293.3088909257562
Yelahanka,2 BHK,1180.0,2.0,42.0,2,355.93220338983053
Kanakpura Road,2 BHK,1366.0,3.0,76.85,2,562.5915080527086
RMV Extension,3 BHK,1685.0,3.0,95.0,3,563.7982195845698
Koramangala,2 BHK,1260.0,2.0,100.0,2,793.6507936507936
Whitefield,3 Bedroom,3010.0,3.0,200.0,3,664.4518272425249
Ramamurthy Nagar,3 Bedroom,1330.0,4.0,140.0,3,1052.6315789473683
Mallasandra,2 Bedroom,1200.0,2.0,130.0,2,1083.3333333333333
Whitefield,2 BHK,1346.0,2.0,96.17,2,714.4873699851412
Chandapura,1 BHK,630.0,1.0,13.86,1,220.0
7th Phase JP Nagar,3 BHK,1850.0,3.0,140.0,3,756.7567567567568
Frazer Town,5 Bedroom,2350.0,2.0,423.0,5,1800.0
Electronic City,2 BHK,755.0,1.0,34.0,2,450.33112582781456
Basaveshwara Nagar Yelahanka,5 Bedroom,800.0,5.0,98.0,5,1225.0
Parappana Agrahara,2 BHK,1194.0,2.0,46.0,2,385.2596314907873
Whitefield,3 BHK,3850.0,5.0,316.0,3,820.7792207792207
Hebbal,4 BHK,4235.0,4.0,365.0,4,861.8654073199527
Kurubarahalli,1 Bedroom,800.0,1.0,52.0,1,650.0
Rachenahalli,3 BHK,2250.0,3.0,195.0,3,866.6666666666666
Vijayanagar,2 BHK,1352.0,2.0,68.0,2,502.9585798816568
Thanisandra,3 BHK,2002.0,3.0,112.0,3,559.4405594405595
Bileshivale,4 Bedroom,4000.0,5.0,280.0,4,700.0
Kaval Byrasandra,2 BHK,1060.0,2.0,45.0,2,424.52830188679246
Kanakpura Road,3 BHK,1419.59,2.0,59.0,3,415.61295867116564
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,51.15,2,427.67558528428094
Electronic City,3 BHK,1220.0,2.0,35.24,3,288.8524590163934
Electronics City Phase 1,3 BHK,1595.0,3.0,75.0,3,470.2194357366771
Banashankari,2 BHK,1260.0,2.0,75.0,2,595.2380952380952
Hebbal,2 BHK,1100.0,2.0,47.0,2,427.27272727272725
Frazer Town,2 BHK,1550.0,2.0,140.0,2,903.2258064516129
ISRO Layout,2 BHK,1180.0,2.0,52.0,2,440.6779661016949
Electronic City,4 Bedroom,4000.0,5.0,150.0,4,375.0
Akshaya Nagar,3 BHK,1662.0,3.0,85.0,3,511.43200962695545
Hennur,2 BHK,1285.0,2.0,60.0,2,466.9260700389105
Akshaya Nagar,4 Bedroom,1080.0,4.0,75.0,4,694.4444444444445
Ambedkar Nagar,3 BHK,1862.0,3.0,119.0,3,639.0977443609023
Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,48.0,2,338.2663847780127
Whitefield,3 BHK,1410.0,3.0,43.71,3,310.0
Raja Rajeshwari Nagar,3 BHK,1560.0,2.0,62.4,3,400.0
Chikkabettahalli,5 Bedroom,1100.0,4.0,150.0,5,1363.6363636363637
Thanisandra,3 BHK,1634.0,3.0,78.0,3,477.3561811505508
Ambedkar Nagar,5 Bedroom,5530.0,5.0,627.0,5,1133.8155515370706
Whitefield,3 BHK,1150.0,2.0,44.0,3,382.60869565217394
Ashirvad Colony,2 BHK,1100.0,2.0,53.0,2,481.8181818181818
Yelahanka,3 BHK,1616.0,3.0,65.0,3,402.2277227722772
Nagavarapalya,2 BHK,1392.0,2.0,99.0,2,711.2068965517242
Jakkur,3 BHK,1798.0,3.0,120.0,3,667.4082313681869
Babusapalaya,3 BHK,1675.0,3.0,75.0,3,447.76119402985074
Bhuvaneswari Nagar,2 Bedroom,792.0,2.0,70.0,2,883.8383838383838
Varanasi,5 BHK,2000.0,4.0,103.0,5,515.0
Hongasandra,7 Bedroom,600.0,7.0,89.0,7,1483.3333333333333
Hebbal,3 BHK,1700.0,3.0,124.0,3,729.4117647058823
Hulimavu,2 BHK,1248.0,2.0,69.0,2,552.8846153846154
Kalkere,2 BHK,1147.0,2.0,54.0,2,470.7933740191805
Sultan Palaya,2 BHK,1100.0,2.0,40.0,2,363.6363636363636
Vijayanagar,3 BHK,1527.0,3.0,115.0,3,753.1106745252129
Shantiniketan Layout,5 Bedroom,2400.0,5.0,235.0,5,979.1666666666666
Kanakpura Road,1 BHK,525.0,1.0,25.0,1,476.1904761904762
Kaggadasapura,2 BHK,1100.0,2.0,58.0,2,527.2727272727273
Seegehalli,2 BHK,1118.0,2.0,37.5,2,335.42039355992847
Kanakapura,3 BHK,1476.0,3.0,75.0,3,508.130081300813
Gopal Reddy Layout,3 BHK,2100.0,3.0,75.0,3,357.14285714285717
Roopena Agrahara,3 BHK,1215.0,2.0,46.5,3,382.71604938271605
Ambalipura,2 BHK,1332.0,2.0,79.0,2,593.0930930930931
Hennur Road,2 BHK,1350.0,2.0,49.0,2,362.962962962963
Kothannur,4 Bedroom,600.0,4.0,81.0,4,1350.0
Haralur Road,2 BHK,1243.0,2.0,46.0,2,370.07240547063554
NGR Layout,2 BHK,1105.0,2.0,49.73,2,450.04524886877823
Padmanabhanagar,3 Bedroom,1500.0,2.0,200.0,3,1333.3333333333333
Kasavanhalli,2 BHK,1200.0,2.0,50.0,2,416.6666666666667
Ramagondanahalli,2 BHK,1251.0,2.0,47.4,2,378.8968824940048
Kambipura,2 BHK,883.0,2.0,45.0,2,509.62627406568515
Pai Layout,3 BHK,1400.0,2.0,67.0,3,478.57142857142856
Rajaji Nagar,3 BHK,1800.0,3.0,260.0,3,1444.4444444444443
Hegde Nagar,3 BHK,1703.0,3.0,113.0,3,663.5349383440987
NRI Layout,5 BHK,2500.0,5.0,130.0,5,520.0
Varthur,3 BHK,1250.0,3.0,71.0,3,568.0
Jigani,2 BHK,933.0,2.0,43.0,2,460.8788853161843
sankeswari,1 Bedroom,461.82,1.0,31.7,1,686.4146204148802
Brookefield,2 BHK,1262.0,2.0,75.0,2,594.2947702060222
Yelahanka,2 BHK,915.0,2.0,48.0,2,524.5901639344262
Panathur,3 BHK,1370.0,2.0,61.5,3,448.9051094890511
Malleshpalya,2 BHK,1210.0,2.0,55.0,2,454.54545454545456
Kodihalli,3 BHK,2392.0,4.0,260.0,3,1086.9565217391305
T c palya,3 Bedroom,1500.0,2.0,85.0,3,566.6666666666666
Govindraja Nagar,2 BHK,1065.0,2.0,50.0,2,469.4835680751174
Rajaji Nagar,4 BHK,3100.0,4.0,570.0,4,1838.7096774193549
Ramamurthy Nagar,3 BHK,1515.0,3.0,65.0,3,429.042904290429
Sarjapura - Attibele Road,4 Bedroom,1800.0,4.0,110.0,4,611.1111111111111
Thanisandra,3 BHK,1445.0,2.0,40.31,3,278.961937716263
Uttarahalli,3 BHK,1300.0,2.0,55.0,3,423.0769230769231
Vijayanagar,2 BHK,989.0,2.0,60.0,2,606.6734074823054
Jakkur,2 BHK,1300.0,2.0,85.0,2,653.8461538461538
Chandapura,3 BHK,1185.0,2.0,30.22,3,255.0210970464135
Battarahalli,5 Bedroom,1350.0,3.0,110.0,5,814.8148148148148
Marathahalli,2 BHK,1045.0,2.0,60.0,2,574.1626794258373
Virat Nagar,2 BHK,1205.0,2.0,42.18,2,350.0414937759336
Chennammanakere Achukattu,2 BHK,1260.0,2.0,75.0,2,595.2380952380952
Devanahalli Road,5 Bedroom,1320.0,5.0,199.0,5,1507.5757575757575
Ulsoor,3 BHK,1500.0,2.0,125.0,3,833.3333333333334
Bommanahalli,3 BHK,1250.0,2.0,42.5,3,340.0
"Maragondana Halli, kr puram, old madras road",2 BHK,1199.0,2.0,50.0,2,417.0141784820684
Hennur Road,2 BHK,1385.0,2.0,83.09,2,599.9277978339351
Dhanalakshmi Layout,6 Bedroom,1222.0,5.0,250.0,6,2045.8265139116204
Lakshminarayana Pura,2 BHK,1149.0,2.0,75.0,2,652.7415143603133
Sarjapur  Road,3 BHK,2180.0,3.0,170.0,3,779.816513761468
TC Palaya,8 Bedroom,1200.0,7.0,110.0,8,916.6666666666666
Jp nagar 8th Phase .,10 BHK,12000.0,12.0,525.0,10,437.5
Thurahalli,5 Bedroom,1200.0,5.0,195.0,5,1625.0
